LAXVEN speed Recorder File: 00022757000.ShortTerm Internal
Data Displayed     From     .86  -  1667Km    TO   19/03/25 07:18:36-127Km
0-Mem freez,1-PowerOn,2-DownLoad,3-MemErase,4-No CFCard,5-ExtMemFail,7-Sensor1Fail,8-Sensor2Fail
,9-ZeroSpeed,A-No Indi/Rec ,B-No Mem ,C-MemFull,D-110% Relay,E-105% Relay,F-OverSpeed,G-<3 Relay,H-CF Inserted,X-Unused
  Time	Distance	Speed	DB	DB	Coas	Coas	EventGn	RunE	StpE	TotE	CumEnry	Curr	Vol	 PF 
 19/03/25 16:01:31	7631.269	15	----	----	0.15	34	---------	21464.4	306.2	21770.6	116762.6	4	27.1	0.53
 19/03/25 16:01:32	7631.274	15	----	----	0.15	35	---------	21464.5	306.2	21770.7	116762.7	4	27.1	0.51
 19/03/25 16:01:33	7631.278	15	----	----	0.16	36	---------	21464.5	306.2	21770.7	116762.7	4	27	0.52
 19/03/25 16:01:34	7631.282	15	----	----	0.16	37	---------	21464.5	306.2	21770.7	116762.7	4	27.1	0.52
 19/03/25 16:01:35	7631.287	15	----	----	0.16	38	---------	21464.5	306.2	21770.7	116762.7	4	27.2	0.51
 19/03/25 16:01:36	7631.291	15	----	----	0.17	39	---------	21464.5	306.2	21770.7	116762.7	4	27.2	0.52
 19/03/25 16:01:37	7631.296	15	----	----	0.17	40	---------	21464.5	306.2	21770.7	116762.7	4	27.1	0.52
 19/03/25 16:01:38	7631.3	15	----	----	0.18	41	---------	21464.5	306.2	21770.7	116762.7	4	27.1	0.52
 19/03/25 16:01:39	7631.304	15	----	----	0.18	42	---------	21464.6	306.2	21770.8	116762.8	4	27	0.52
 19/03/25 16:01:40	7631.309	15	----	----	0.19	43	---------	21464.6	306.2	21770.8	116762.8	4	27	0.52
 19/03/25 16:01:41	7631.313	15	----	----	0.19	44	---------	21464.6	306.2	21770.8	116762.8	4	27.1	0.53
 19/03/25 16:01:42	7631.317	15	----	----	0.19	45	---------	21464.6	306.2	21770.8	116762.8	4	27	0.52
 19/03/25 16:01:43	7631.322	15	----	----	0.2	46	---------	21464.6	306.2	21770.8	116762.8	4	26.8	0.52
 19/03/25 16:01:44	7631.326	15	----	----	0.2	47	---------	21464.6	306.2	21770.8	116762.8	4	26.9	0.52
 19/03/25 16:01:45	7631.331	15	----	----	0.21	48	---------	21464.7	306.2	21770.9	116762.9	4	26.9	0.52
 19/03/25 16:01:46	7631.335	15	----	----	0.21	49	---------	21464.7	306.2	21770.9	116762.9	4	27.1	0.52
 19/03/25 16:01:47	7631.339	16	----	----	0.22	50	---------	21464.7	306.2	21770.9	116762.9	4	27.1	0.52
 19/03/25 16:01:48	7631.344	15	----	----	0.22	51	---------	21464.7	306.2	21770.9	116762.9	4	26.9	0.53
 19/03/25 16:01:49	7631.348	15	----	----	0.23	52	---------	21464.7	306.2	21770.9	116762.9	4	26.9	0.51
 19/03/25 16:01:50	7631.353	15	----	----	0.23	53	---------	21464.7	306.2	21770.9	116762.9	4	26.8	0.53
 19/03/25 16:01:51	7631.357	16	----	----	0.23	54	---------	21464.7	306.2	21770.9	116762.9	4	26.9	0.52
 19/03/25 16:01:52	7631.362	15	----	----	0.24	55	---------	21464.8	306.2	21771	116763	4	27	0.52
 19/03/25 16:01:53	7631.366	16	----	----	0.24	56	---------	21464.8	306.2	21771	116763	4	27	0.52
 19/03/25 16:01:54	7631.37	15	----	----	0.25	57	---------	21464.8	306.2	21771	116763	4	27	0.52
 19/03/25 16:01:55	7631.375	15	----	----	0.25	58	---------	21464.8	306.2	21771	116763	4	27	0.53
 19/03/25 16:01:56	7631.379	16	----	----	0.26	59	---------	21464.8	306.2	21771	116763	4	27	0.52
 19/03/25 16:01:57	7631.384	15	----	----	0.26	60	---------	21464.8	306.2	21771	116763	4	27.2	0.51
 19/03/25 16:01:58	7631.388	15	----	----	0.27	61	---------	21464.9	306.2	21771.1	116763.1	4	27.3	0.52
 19/03/25 16:01:59	7631.392	14	----	----	0.27	62	---------	21464.9	306.2	21771.1	116763.1	4	27.3	0.52
 19/03/25 16:02:00	7631.396	14	----	----	0.27	63	---------	21464.9	306.2	21771.1	116763.1	4	27.1	0.51
 19/03/25 16:02:01	7631.4	14	----	----	0.28	64	---------	21464.9	306.2	21771.1	116763.1	4	27.2	0.51
 19/03/25 16:02:02	7631.404	13	----	----	0.28	65	---------	21464.9	306.2	21771.1	116763.1	4	27.2	0.51
 19/03/25 16:02:03	7631.408	12	----	----	0.29	66	---------	21464.9	306.2	21771.1	116763.1	4	27.2	0.52
 19/03/25 16:02:04	7631.411	12	----	----	0.29	67	---------	21464.9	306.2	21771.1	116763.1	4	27.3	0.52
 19/03/25 16:02:05	7631.414	12	----	----	0.29	68	---------	21465	306.2	21771.2	116763.2	4	27.2	0.51
 19/03/25 16:02:06	7631.418	11	----	----	0.3	69	---------	21465	306.2	21771.2	116763.2	4	27	0.52
 19/03/25 16:02:07	7631.421	11	----	----	0.3	70	---------	21465	306.2	21771.2	116763.2	4	27	0.52
 19/03/25 16:02:08	7631.424	10	----	----	0.3	71	---------	21465	306.2	21771.2	116763.2	4	27.2	0.58
 19/03/25 16:02:09	7631.427	10	----	----	0.3	72	---------	21465	306.2	21771.2	116763.2	4	27.2	0.53
 19/03/25 16:02:10	7631.43	10	----	----	0.31	73	---------	21465	306.2	21771.2	116763.2	5	27.1	0.52
 19/03/25 16:02:11	7631.433	10	----	----	0.31	74	---------	21465.1	306.2	21771.3	116763.3	5	27	0.55
 19/03/25 16:02:12	7631.436	10	----	----	0.31	75	---------	21465.1	306.2	21771.3	116763.3	4	26.9	0.54
 19/03/25 16:02:13	7631.439	10	----	----	0.32	76	---------	21465.1	306.2	21771.3	116763.3	6	27	0.57
 19/03/25 16:02:14	7631.442	10	----	----	0.32	77	---------	21465.1	306.2	21771.3	116763.3	5	27.1	0.57
 19/03/25 16:02:15	7631.445	10	----	----	0.32	78	---------	21465.2	306.2	21771.4	116763.4	5	27.1	0.57
 19/03/25 16:02:16	7631.447	10	----	----	0.32	79	---------	21465.2	306.2	21771.4	116763.4	5	27.2	0.56
 19/03/25 16:02:17	7631.45	10	----	----	0.33	80	---------	21465.2	306.2	21771.4	116763.4	5	27	0.57
 19/03/25 16:02:18	7631.453	10	----	----	0.33	81	---------	21465.2	306.2	21771.4	116763.4	5	27	0.58
 19/03/25 16:02:19	7631.456	10	----	----	0.33	82	---------	21465.2	306.2	21771.4	116763.4	5	27.1	0.56
 19/03/25 16:02:20	7631.459	10	----	----	0.34	83	---------	21465.3	306.2	21771.5	116763.5	5	27.2	0.56
 19/03/25 16:02:21	7631.462	10	----	----	----	----	---------	21465.3	306.2	21771.5	116763.5	9	27.1	0.66
 19/03/25 16:02:22	7631.465	10	----	----	----	----	---------	21465.4	306.2	21771.6	116763.6	10	26.9	0.69
 19/03/25 16:02:23	7631.468	10	----	----	----	----	---------	21465.4	306.2	21771.6	116763.6	16	26.5	0.76
 19/03/25 16:02:24	7631.471	11	----	----	----	----	---------	21465.5	306.2	21771.7	116763.7	17	26.5	0.72
 19/03/25 16:02:25	7631.474	10	----	----	----	----	---------	21465.6	306.2	21771.8	116763.8	20	26.5	0.74
 19/03/25 16:02:26	7631.478	11	----	----	----	----	---------	21465.7	306.2	21771.9	116763.9	20	26.4	0.72
 19/03/25 16:02:27	7631.481	11	----	----	----	----	---------	21465.9	306.2	21772.1	116764.1	19	26.5	0.73
 19/03/25 16:02:28	7631.484	12	----	----	----	----	---------	21466	306.2	21772.2	116764.2	19	26.4	0.73
 19/03/25 16:02:29	7631.488	12	----	----	----	----	---------	21466.1	306.2	21772.3	116764.3	19	26.4	0.72
 19/03/25 16:02:30	7631.491	12	----	----	----	----	---------	21466.2	306.2	21772.4	116764.4	19	26.4	0.73
 19/03/25 16:02:31	7631.495	12	----	----	----	----	---------	21466.3	306.2	21772.5	116764.5	18	26.5	0.73
 19/03/25 16:02:32	7631.499	13	----	----	----	----	---------	21466.3	306.2	21772.5	116764.5	18	26.5	0.73
 19/03/25 16:02:33	7631.502	13	----	----	----	----	---------	21466.4	306.2	21772.6	116764.6	18	26.6	0.74
 19/03/25 16:02:34	7631.506	13	----	----	----	----	---------	21466.6	306.2	21772.8	116764.8	26	25.9	0.78
 19/03/25 16:02:35	7631.51	14	----	----	----	----	---------	21466.7	306.2	21772.9	116764.9	26	26.1	0.75
 19/03/25 16:02:36	7631.514	14	----	----	----	----	---------	21466.9	306.2	21773.1	116765.1	26	26.1	0.74
 19/03/25 16:02:37	7631.518	14	----	----	----	----	---------	21467.1	306.2	21773.3	116765.3	33	25.9	0.78
 19/03/25 16:02:38	7631.522	14	----	----	----	----	---------	21467.2	306.2	21773.4	116765.4	34	25.9	0.75
 19/03/25 16:02:39	7631.527	15	----	----	----	----	---------	21467.5	306.2	21773.7	116765.7	42	25.5	0.78
 19/03/25 16:02:40	7631.531	16	----	----	----	----	---------	21467.7	306.2	21773.9	116765.9	49	25.3	0.75
 19/03/25 16:02:41	7631.536	17	----	----	----	----	---------	21468	306.2	21774.2	116766.2	50	25.2	0.77
 19/03/25 16:02:42	7631.541	17	----	----	----	----	---------	21468.3	306.2	21774.5	116766.5	61	24.9	0.78
 19/03/25 16:02:43	7631.546	17	----	----	----	----	---------	21468.6	306.2	21774.8	116766.8	59	24.9	0.76
 19/03/25 16:02:44	7631.551	19	----	----	----	----	---------	21469	306.2	21775.2	116767.2	70	24.7	0.78
 19/03/25 16:02:45	7631.557	19	----	----	----	----	---------	21469.4	306.2	21775.6	116767.6	68	24.6	0.76
 19/03/25 16:02:46	7631.562	20	----	----	----	----	---------	21469.7	306.2	21775.9	116767.9	66	24.8	0.77
 19/03/25 16:02:47	7631.568	20	----	----	----	----	---------	21470.1	306.2	21776.3	116768.3	64	24.7	0.77
 19/03/25 16:02:48	7631.574	21	----	----	----	----	---------	21470.4	306.2	21776.6	116768.6	62	25	0.78
 19/03/25 16:02:49	7631.58	22	----	----	----	----	---------	21470.7	306.2	21776.9	116768.9	60	25	0.78
 19/03/25 16:02:50	7631.586	22	----	----	----	----	---------	21471	306.2	21777.2	116769.2	58	25	0.78
 19/03/25 16:02:51	7631.593	23	----	----	----	----	---------	21471.3	306.2	21777.5	116769.5	57	25.1	0.79
 19/03/25 16:02:52	7631.599	23	----	----	----	----	---------	21471.7	306.2	21777.9	116769.9	56	25.1	0.79
 19/03/25 16:02:53	7631.606	24	----	----	----	----	---------	21472	306.2	21778.2	116770.2	55	25	0.8
 19/03/25 16:02:54	7631.613	24	----	----	----	----	---------	21472.3	306.2	21778.5	116770.5	54	25.3	0.8
 19/03/25 16:02:55	7631.62	25	----	----	----	----	---------	21472.6	306.2	21778.8	116770.8	54	25.5	0.8
 19/03/25 16:02:56	7631.627	25	----	----	----	----	---------	21472.9	306.2	21779.1	116771.1	53	25.5	0.8
 19/03/25 16:02:57	7631.634	26	----	----	----	----	---------	21473.2	306.2	21779.4	116771.4	52	25.6	0.8
 19/03/25 16:02:58	7631.642	26	----	----	----	----	---------	21473.5	306.2	21779.7	116771.7	51	25.6	0.81
 19/03/25 16:02:59	7631.649	26	----	----	----	----	---------	21473.7	306.2	21779.9	116771.9	50	25.6	0.81
 19/03/25 16:03:00	7631.657	27	----	----	----	----	---------	21474	306.2	21780.2	116772.2	49	25.6	0.81
 19/03/25 16:03:01	7631.664	27	----	----	----	----	---------	21474.4	306.2	21780.6	116772.6	60	25.3	0.82
 19/03/25 16:03:02	7631.672	28	----	----	----	----	---------	21474.8	306.2	21781	116773	71	24.9	0.84
 19/03/25 16:03:03	7631.68	28	----	----	----	----	---------	21475.2	306.2	21781.4	116773.4	68	24.9	0.81
 19/03/25 16:03:04	7631.688	29	----	----	----	----	---------	21475.6	306.2	21781.8	116773.8	79	24.6	0.83
 19/03/25 16:03:05	7631.697	29	----	----	----	----	---------	21476.1	306.2	21782.3	116774.3	94	24.7	0.83
 19/03/25 16:03:06	7631.705	30	----	----	----	----	---------	21476.6	306.2	21782.8	116774.8	90	24.6	0.81
 19/03/25 16:03:07	7631.714	31	----	----	----	----	---------	21477.2	306.2	21783.4	116775.4	89	24.9	0.82
 19/03/25 16:03:08	7631.723	32	----	----	----	----	---------	21477.6	306.2	21783.8	116775.8	88	24.8	0.82
 19/03/25 16:03:09	7631.732	32	----	----	----	----	---------	21478.2	306.2	21784.4	116776.4	99	24.5	0.82
 19/03/25 16:03:10	7631.741	33	----	----	----	----	---------	21478.8	306.2	21785	116777	98	24.6	0.83
 19/03/25 16:03:11	7631.75	33	----	----	----	----	---------	21479.3	306.2	21785.5	116777.5	96	24.5	0.82
 19/03/25 16:03:12	7631.76	34	----	----	----	----	---------	21479.8	306.2	21786	116778	92	24.5	0.83
 19/03/25 16:03:13	7631.77	34	----	----	----	----	---------	21480.3	306.2	21786.5	116778.5	91	24.8	0.83
 19/03/25 16:03:14	7631.78	36	----	----	----	----	---------	21480.8	306.2	21787	116779	90	24.9	0.83
 19/03/25 16:03:15	7631.79	36	----	----	----	----	---------	21481.3	306.2	21787.5	116779.5	87	24.7	0.83
 19/03/25 16:03:16	7631.8	36	----	----	----	----	---------	21481.9	306.2	21788.1	116780.1	102	24.7	0.85
 19/03/25 16:03:17	7631.811	37	----	----	----	----	---------	21482.5	306.2	21788.7	116780.7	99	24.8	0.83
 19/03/25 16:03:18	7631.821	38	----	----	----	----	---------	21483.2	306.2	21789.4	116781.4	114	24.7	0.85
 19/03/25 16:03:19	7631.832	38	----	----	----	----	---------	21483.8	306.2	21790	116782	111	25	0.84
 19/03/25 16:03:20	7631.843	40	----	----	----	----	---------	21484.5	306.2	21790.7	116782.7	123	24.6	0.85
 19/03/25 16:03:21	7631.854	40	----	----	----	----	---------	21485.2	306.2	21791.4	116783.4	121	24.7	0.84
 19/03/25 16:03:22	7631.866	41	----	----	----	----	---------	21485.9	306.2	21792.1	116784.1	120	24.7	0.84
 19/03/25 16:03:23	7631.877	41	----	----	----	----	---------	21486.6	306.2	21792.8	116784.8	118	24.7	0.84
 19/03/25 16:03:24	7631.889	42	----	----	----	----	---------	21487.3	306.2	21793.5	116785.5	114	24.7	0.84
 19/03/25 16:03:25	7631.901	43	----	----	----	----	---------	21487.9	306.2	21794.1	116786.1	112	24.8	0.85
 19/03/25 16:03:26	7631.914	44	----	----	----	----	---------	21488.5	306.2	21794.7	116786.7	109	24.7	0.85
 19/03/25 16:03:27	7631.926	44	----	----	----	----	---------	21489.2	306.2	21795.4	116787.4	107	24.9	0.85
 19/03/25 16:03:28	7631.939	44	----	----	----	----	---------	21489.9	306.2	21796.1	116788.1	120	24.8	0.86
 19/03/25 16:03:29	7631.951	46	----	----	----	----	---------	21490.7	306.2	21796.9	116788.9	142	24.7	0.85
 19/03/25 16:03:30	7631.964	46	----	----	----	----	---------	21491.5	306.2	21797.7	116789.7	140	24.7	0.86
 19/03/25 16:03:31	7631.978	47	----	----	----	----	---------	21492.3	306.2	21798.5	116790.5	137	24.7	0.85
 19/03/25 16:03:32	7631.991	48	----	----	----	----	---------	21493.1	306.2	21799.3	116791.3	134	24.7	0.85
 19/03/25 16:03:33	7632.005	49	----	----	----	----	---------	21493.9	306.2	21800.1	116792.1	131	24.7	0.85
 19/03/25 16:03:34	7632.018	49	----	----	----	----	---------	21494.6	306.2	21800.8	116792.8	128	24.7	0.86
 19/03/25 16:03:35	7632.032	50	----	----	----	----	---------	21495.4	306.2	21801.6	116793.6	125	24.8	0.86
 19/03/25 16:03:36	7632.046	51	----	----	----	----	---------	21496.1	306.2	21802.3	116794.3	123	24.9	0.86
 19/03/25 16:03:37	7632.061	51	----	----	----	----	---------	21496.9	306.2	21803.1	116795.1	139	24.9	0.86
 19/03/25 16:03:38	7632.075	52	----	----	----	----	---------	21497.8	306.2	21804	116796	142	24.9	0.87
 19/03/25 16:03:39	7632.09	53	----	----	----	----	---------	21498.6	306.2	21804.8	116796.8	139	24.9	0.86
 19/03/25 16:03:40	7632.105	53	----	----	----	----	---------	21499.4	306.2	21805.6	116797.6	136	24.8	0.86
 19/03/25 16:03:41	7632.12	54	----	----	----	----	---------	21500.2	306.2	21806.4	116798.4	133	24.9	0.86
 19/03/25 16:03:42	7632.136	55	----	----	----	----	---------	21501	306.2	21807.2	116799.2	131	24.9	0.86
 19/03/25 16:03:43	7632.151	55	----	----	----	----	---------	21501.8	306.2	21808	116800	128	24.9	0.86
 19/03/25 16:03:44	7632.167	56	----	----	----	----	---------	21502.5	306.2	21808.7	116800.7	127	25	0.87
 19/03/25 16:03:45	7632.182	56	----	----	----	----	---------	21503.3	306.2	21809.5	116801.5	125	25.2	0.87
 19/03/25 16:03:46	7632.199	57	----	----	----	----	---------	21504.2	306.2	21810.4	116802.4	146	25.1	0.88
 19/03/25 16:03:47	7632.215	58	----	----	----	----	---------	21505.1	306.2	21811.3	116803.3	143	25.1	0.87
 19/03/25 16:03:48	7632.231	59	----	----	----	----	---------	21505.9	306.2	21812.1	116804.1	141	25.1	0.87
 19/03/25 16:03:49	7632.248	59	----	----	----	----	---------	21506.7	306.2	21812.9	116804.9	138	25.2	0.87
 19/03/25 16:03:50	7632.265	60	----	----	----	----	---------	21507.6	306.2	21813.8	116805.8	136	25.2	0.87
 19/03/25 16:03:51	7632.281	60	----	----	----	----	---------	21508.4	306.2	21814.6	116806.6	134	25.1	0.87
 19/03/25 16:03:52	7632.299	61	----	----	----	----	---------	21509.2	306.2	21815.4	116807.4	131	25	0.87
 19/03/25 16:03:53	7632.316	62	----	----	----	----	---------	21510	306.2	21816.2	116808.2	128	25	0.87
 19/03/25 16:03:54	7632.333	62	----	----	----	----	---------	21510.7	306.2	21816.9	116808.9	128	25.2	0.87
 19/03/25 16:03:55	7632.351	63	----	----	----	----	---------	21511.5	306.2	21817.7	116809.7	126	25.3	0.87
 19/03/25 16:03:56	7632.369	64	----	----	----	----	---------	21512.3	306.2	21818.5	116810.5	124	25.3	0.87
 19/03/25 16:03:57	7632.386	64	----	----	----	----	---------	21513.2	306.2	21819.4	116811.4	145	25.3	0.89
 19/03/25 16:03:58	7632.404	64	----	----	----	----	---------	21514	306.2	21820.2	116812.2	139	25.3	0.87
 19/03/25 16:03:59	7632.423	65	----	----	----	----	---------	21514.6	306.2	21820.8	116812.8	90	25.4	0.86
 19/03/25 16:04:00	7632.441	65	----	----	----	----	---------	21514.9	306.2	21821.1	116813.1	52	25.8	0.85
 19/03/25 16:04:01	7632.459	66	----	----	----	----	---------	21515.1	306.2	21821.3	116813.3	34	26.3	0.84
 19/03/25 16:04:02	7632.477	65	----	----	----	----	---------	21515.2	306.2	21821.4	116813.4	24	26.5	0.83
 19/03/25 16:04:03	7632.496	65	----	----	----	----	---------	21515.3	306.2	21821.5	116813.5	13	26.6	0.82
 19/03/25 16:04:04	7632.514	66	----	----	----	----	---------	21515.4	306.2	21821.6	116813.6	9	26.9	0.75
 19/03/25 16:04:05	7632.532	65	----	----	----	----	---------	21515.4	306.2	21821.6	116813.6	8	26.9	0.72
 19/03/25 16:04:06	7632.55	65	----	----	0	0	---------	21515.4	306.2	21821.6	116813.6	5	27	0.68
 19/03/25 16:04:07	7632.569	65	----	----	0.02	1	---------	21515.5	306.2	21821.7	116813.7	4	27	0.54
 19/03/25 16:04:08	7632.587	65	----	----	0.04	2	---------	21515.5	306.2	21821.7	116813.7	4	27	0.52
 19/03/25 16:04:09	7632.605	65	----	----	0.05	3	---------	21515.5	306.2	21821.7	116813.7	4	26.9	0.52
 19/03/25 16:04:10	7632.623	64	----	----	0.07	4	---------	21515.5	306.2	21821.7	116813.7	4	26.9	0.52
 19/03/25 16:04:11	7632.641	64	----	----	0.09	5	---------	21515.5	306.2	21821.7	116813.7	4	26.9	0.52
 19/03/25 16:04:12	7632.659	64	----	----	0.11	6	---------	21515.5	306.2	21821.7	116813.7	4	26.8	0.52
 19/03/25 16:04:13	7632.676	63	----	----	0.13	7	---------	21515.5	306.2	21821.7	116813.7	4	26.8	0.51
 19/03/25 16:04:14	7632.694	62	----	----	0.14	8	---------	21515.6	306.2	21821.8	116813.8	4	27	0.52
 19/03/25 16:04:15	7632.711	61	----	----	0.16	9	---------	21515.6	306.2	21821.8	116813.8	4	26.9	0.52
 19/03/25 16:04:16	7632.727	59	----	----	0.18	10	---------	21515.6	306.2	21821.8	116813.8	4	26.9	0.52
 19/03/25 16:04:17	7632.744	58	----	----	0.19	11	---------	21515.6	306.2	21821.8	116813.8	4	26.9	0.52
 19/03/25 16:04:18	7632.759	57	----	----	0.21	12	---------	21515.6	306.2	21821.8	116813.8	4	26.9	0.52
 19/03/25 16:04:19	7632.775	55	----	----	0.22	13	---------	21515.6	306.2	21821.8	116813.8	4	27	0.52
 19/03/25 16:04:20	7632.79	53	----	----	0.24	14	---------	21515.7	306.2	21821.9	116813.9	4	27.1	0.52
 19/03/25 16:04:21	7632.804	51	----	----	0.25	15	---------	21515.7	306.2	21821.9	116813.9	4	27.2	0.52
 19/03/25 16:04:22	7632.818	49	----	----	0.27	16	---------	21515.7	306.2	21821.9	116813.9	4	27.1	0.52
 19/03/25 16:04:23	7632.831	47	----	----	0.28	17	---------	21515.7	306.2	21821.9	116813.9	4	27.3	0.52
 19/03/25 16:04:24	7632.844	46	----	----	0.29	18	---------	21515.7	306.2	21821.9	116813.9	4	27.2	0.52
 19/03/25 16:04:25	7632.857	44	----	----	0.31	19	---------	21515.7	306.2	21821.9	116813.9	4	27.1	0.52
 19/03/25 16:04:26	7632.869	44	----	----	0.32	20	---------	21515.7	306.2	21821.9	116813.9	4	27.1	0.51
 19/03/25 16:04:27	7632.881	42	----	----	0.33	21	---------	21515.8	306.2	21822	116814	4	27.1	0.52
 19/03/25 16:04:28	7632.892	42	----	----	0.34	22	---------	21515.8	306.2	21822	116814	4	27	0.51
 19/03/25 16:04:29	7632.904	40	----	----	0.35	23	---------	21515.8	306.2	21822	116814	4	27.1	0.52
 19/03/25 16:04:30	7632.915	40	----	----	0.36	24	---------	21515.8	306.2	21822	116814	4	27.1	0.53
 19/03/25 16:04:31	7632.926	40	----	----	0.38	25	---------	21515.8	306.2	21822	116814	4	27.2	0.5
 19/03/25 16:04:32	7632.937	39	----	----	0.39	26	---------	21515.8	306.2	21822	116814	4	27	0.53
 19/03/25 16:04:33	7632.948	38	----	----	0.4	27	---------	21515.9	306.2	21822.1	116814.1	4	27.1	0.52
 19/03/25 16:04:34	7632.959	38	----	----	0.41	28	---------	21515.9	306.2	21822.1	116814.1	4	27	0.57
 19/03/25 16:04:35	7632.97	38	----	----	0.42	29	---------	21515.9	306.2	21822.1	116814.1	5	27	0.51
 19/03/25 16:04:36	7632.98	38	----	----	0.43	30	---------	21515.9	306.2	21822.1	116814.1	4	27.2	0.54
 19/03/25 16:04:37	7632.991	37	----	----	0.44	31	---------	21515.9	306.2	21822.1	116814.1	5	27.2	0.53
 19/03/25 16:04:38	7633.001	37	----	----	0.45	32	---------	21515.9	306.2	21822.1	116814.1	5	27.3	0.54
 19/03/25 16:04:39	7633.011	36	----	----	0.46	33	---------	21516	306.2	21822.2	116814.2	5	27.2	0.54
 19/03/25 16:04:40	7633.021	36	----	----	0.47	34	---------	21516	306.2	21822.2	116814.2	5	27.2	0.55
 19/03/25 16:04:41	7633.031	35	----	----	0.48	35	---------	21516	306.2	21822.2	116814.2	5	27.2	0.58
 19/03/25 16:04:42	7633.041	35	----	----	0.49	36	---------	21516	306.2	21822.2	116814.2	5	27.1	0.57
 19/03/25 16:04:43	7633.051	35	----	----	0.5	37	---------	21516.1	306.2	21822.3	116814.3	5	27.1	0.56
 19/03/25 16:04:44	7633.06	34	----	----	0.51	38	---------	21516.1	306.2	21822.3	116814.3	5	27.1	0.58
 19/03/25 16:04:45	7633.07	34	----	----	0.52	39	---------	21516.1	306.2	21822.3	116814.3	5	27.2	0.56
 19/03/25 16:04:46	7633.08	34	----	----	0.53	40	---------	21516.1	306.2	21822.3	116814.3	5	27.1	0.58
 19/03/25 16:04:47	7633.089	34	----	----	0.54	41	---------	21516.1	306.2	21822.3	116814.3	5	27.1	0.58
 19/03/25 16:04:48	7633.099	34	----	----	0.55	42	---------	21516.2	306.2	21822.4	116814.4	5	27	0.56
 19/03/25 16:04:49	7633.109	34	----	----	0.56	43	---------	21516.2	306.2	21822.4	116814.4	5	27.1	0.58
 19/03/25 16:04:50	7633.118	34	----	----	----	----	---------	21516.2	306.2	21822.4	116814.4	6	27.2	0.56
 19/03/25 16:04:51	7633.128	34	----	----	----	----	---------	21516.3	306.2	21822.5	116814.5	9	27	0.69
 19/03/25 16:04:52	7633.137	34	----	----	----	----	---------	21516.3	306.2	21822.5	116814.5	11	27	0.75
 19/03/25 16:04:53	7633.147	34	----	----	----	----	---------	21516.4	306.2	21822.6	116814.6	15	26.7	0.78
 19/03/25 16:04:54	7633.156	34	----	----	----	----	---------	21516.5	306.2	21822.7	116814.7	18	26.5	0.83
 19/03/25 16:04:55	7633.166	34	----	----	----	----	---------	21516.6	306.2	21822.8	116814.8	23	26.5	0.79
 19/03/25 16:04:56	7633.176	34	----	----	----	----	---------	21516.8	306.2	21823	116815	28	26.4	0.83
 19/03/25 16:04:57	7633.185	34	----	----	----	----	---------	21517	306.2	21823.2	116815.2	33	26.2	0.86
 19/03/25 16:04:58	7633.195	34	----	----	----	----	---------	21517.3	306.2	21823.5	116815.5	47	26	0.85
 19/03/25 16:04:59	7633.205	35	----	----	----	----	---------	21517.7	306.2	21823.9	116815.9	58	25.6	0.85
 19/03/25 16:05:00	7633.214	35	----	----	----	----	---------	21518	306.2	21824.2	116816.2	57	25.7	0.85
 19/03/25 16:05:01	7633.224	35	----	----	----	----	---------	21518.4	306.2	21824.6	116816.6	66	25.5	0.85
 19/03/25 16:05:02	7633.234	36	----	----	----	----	---------	21518.8	306.2	21825	116817	65	25.6	0.84
 19/03/25 16:05:03	7633.245	36	----	----	----	----	---------	21519.2	306.2	21825.4	116817.4	76	25.2	0.85
